node_id,intervention,mean_total_conflicts,std_total_conflicts,mean_severe_conflicts,std_severe_conflicts,num_replicates,subnet_baseline_conflicts,subnet_baseline_severe,baseline_mean_conflicts,baseline_mean_severe,conflict_delta,conflict_pct_change,severe_delta,severe_pct_change,node_type,has_signal,num_lanes_total,num_connected_edges,avg_speed_limit_ms,lat,lon,total_vehicle_count,mean_speed_ms,max_speed_observed_ms,total_halting_count,mean_occupancy_pct,mean_gap_m,min_gap_m,mean_rel_velocity_ms,mean_time_gap_s,min_time_gap_s,mean_acceleration_ms2,min_acceleration_ms2,total_hard_brakes,num_lane_rows,likely_real_effect
cluster_1177211838_13300645525_13300645528,none,3294.0,158.0759311217239,1061.0,87.06893820416096,3,3294.0,1061.0,87,28,0.0,0.0,0.0,0.0,traffic_light,True,10,10,19.45,22.56748068114817,88.3601725919936,21,12.509,17.82,16,0.1895,28.74666666666667,0.0,-1.6133333333333333,10.127222222222224,0.47,-0.4925,-5.0,93,20,False
cluster_1177211838_13300645525_13300645528,signal_retiming,3332.0,375.90291299749197,1084.6666666666667,159.65379210445752,3,3294.0,1061.0,87,28,38.0,1.153612629022465,23.666666666666742,2.230600062833812,traffic_light,True,10,10,19.45,22.56748068114817,88.3601725919936,21,12.509,17.82,16,0.1895,28.74666666666667,0.0,-1.6133333333333333,10.127222222222224,0.47,-0.4925,-5.0,93,20,False
cluster_1177211838_13300645525_13300645528,speed_breaker,3234.0,73.65459931328118,1046.3333333333333,63.12949653952049,3,3294.0,1061.0,87,28,-60.0,-1.8214936247723135,-14.666666666666742,-1.3823437009110973,traffic_light,True,10,10,19.45,22.56748068114817,88.3601725919936,21,12.509,17.82,16,0.1895,28.74666666666667,0.0,-1.6133333333333333,10.127222222222224,0.47,-0.4925,-5.0,93,20,False
cluster_1177212073_13300645524_664471560,none,3298.3333333333335,88.66979944340306,1041.0,63.66317616958802,3,3298.3333333333335,1041.0,116,44,0.0,0.0,0.0,0.0,traffic_light,True,10,10,17.22,22.566923595657745,88.36006394234461,21,10.532857142857145,16.48,13,0.0985714285714285,26.590370370370373,0.0,-1.2003703703703703,13.252592592592592,0.03,-0.4160714285714286,-5.0,164,28,False
cluster_1177212073_13300645524_664471560,signal_retiming,3340.3333333333335,193.2209443443782,1048.6666666666667,94.51102228488129,3,3298.3333333333335,1041.0,116,44,42.0,1.2733703890853967,7.6666666666667425,0.7364713416586688,traffic_light,True,10,10,17.22,22.566923595657745,88.36006394234461,21,10.532857142857145,16.48,13,0.0985714285714285,26.590370370370373,0.0,-1.2003703703703703,13.252592592592592,0.03,-0.4160714285714286,-5.0,164,28,False
cluster_1177212073_13300645524_664471560,speed_breaker,3333.3333333333335,52.21430199986711,1030.0,29.866369046136157,3,3298.3333333333335,1041.0,116,44,35.0,1.0611419909044972,-11.0,-1.0566762728146013,traffic_light,True,10,10,17.22,22.566923595657745,88.36006394234461,21,10.532857142857145,16.48,13,0.0985714285714285,26.590370370370373,0.0,-1.2003703703703703,13.252592592592592,0.03,-0.4160714285714286,-5.0,164,28,False
cluster_1186025344_13298747727_13298747728_13298747738_#3more,none,3262.6666666666665,193.4536981640137,1050.6666666666667,82.62162751564105,3,3262.6666666666665,1050.6666666666667,124,44,0.0,0.0,0.0,0.0,traffic_light,True,15,15,11.85,22.57220210547858,88.35292185263569,36,2.8072222222222223,12.88,28,0.0783333333333333,33.845882352941175,0.0,-0.1005882352941176,18.283529411764704,0.17,-0.2827777777777778,-5.0,154,18,False
cluster_1186025344_13298747727_13298747728_13298747738_#3more,signal_retiming,3124.6666666666665,210.86804720804267,1051.3333333333333,85.23105850177699,3,3262.6666666666665,1050.6666666666667,124,44,-138.0,-4.229668982427462,0.6666666666665151,0.06345177664973176,traffic_light,True,15,15,11.85,22.57220210547858,88.35292185263569,36,2.8072222222222223,12.88,28,0.0783333333333333,33.845882352941175,0.0,-0.1005882352941176,18.283529411764704,0.17,-0.2827777777777778,-5.0,154,18,False
cluster_1186025344_13298747727_13298747728_13298747738_#3more,speed_breaker,3097.6666666666665,113.707226390117,1008.3333333333334,36.9368831025756,3,3262.6666666666665,1050.6666666666667,124,44,-165.0,-5.057212913771966,-42.33333333333337,-4.029187817258887,traffic_light,True,15,15,11.85,22.57220210547858,88.35292185263569,36,2.8072222222222223,12.88,28,0.0783333333333333,33.845882352941175,0.0,-0.1005882352941176,18.283529411764704,0.17,-0.2827777777777778,-5.0,154,18,True
cluster_11944729366_664471711,add_signal,1460.3333333333333,76.95669778085161,473.3333333333333,43.00387579432037,3,1290.3333333333333,409.6666666666667,151,29,170.0,13.174890209248257,63.66666666666663,15.541090317331156,priority,False,9,5,19.75,22.56849216235412,88.35730189161745,24,17.32241379310345,18.0,5,0.036551724137931,62.39692307692307,0.0,0.4392307692307692,6.3769230769230765,0.29,-0.6051724137931035,-5.0,296,29,True
