node_id,node_type,has_signal,num_lanes_total,num_connected_edges,avg_speed_limit_ms,lat,lon,total_vehicle_count,mean_speed_ms,max_speed_observed_ms,total_halting_count,mean_occupancy_pct,mean_gap_m,min_gap_m,mean_rel_velocity_ms,mean_time_gap_s,min_time_gap_s,mean_acceleration_ms2,min_acceleration_ms2,total_hard_brakes,num_lane_rows,total_conflicts,severe_conflicts,mean_min_ttc,mean_max_drac,mean_pet,mean_distance_to_node
664446571,priority,False,4,4,16.66,22.57561069187019,88.34677847092597,1.0,11.158333333333331,12.2,0.0,0.0016666666666666,133.44,6.27,-1.12,12.425,0.96,-0.7516666666666666,-5.0,19.0,6.0,2.0,0.0,2.55,0.62,,6.89736489540556e-05
664446593,priority,False,5,5,12.78,22.572664331084837,88.34728260656118,1.0,12.776,14.96,0.0,0.016,99.92,96.09,-8.02,17.35,14.88,0.626,-5.0,5.0,5.0,0.0,0.0,,,,
664446596,priority,False,4,4,12.5,22.571542857319077,88.34572447237888,3.0,12.19625,15.18,0.0,0.00625,41.82,7.82,0.44,4.1433333333333335,1.15,-1.09,-5.0,23.0,8.0,0.0,0.0,,,,
664447004,priority,False,6,6,12.04,22.56784243319804,88.344001798412,2.0,11.284999999999998,15.84,0.0,0.0071428571428571,83.56666666666666,22.74,3.17,7.62,1.88,-0.0907142857142857,-5.0,10.0,14.0,2.0,0.0,2.53,0.8250000000000001,1.13,2.1972261795881268e-05
cluster_10943717330_6470135655,priority,False,7,7,13.49,22.567407245738927,88.34529939906601,0.0,11.904285714285717,13.05,0.0,0.0,83.98166666666667,0.12,0.2566666666666666,9.203333333333331,0.92,-0.0471428571428571,-5.0,13.0,14.0,0.0,0.0,,,,
410457342,priority,False,6,6,11.11,22.568665079862672,88.34189441838244,6.0,9.992857142857144,12.08,0.0,0.0071428571428571,,,,,,-0.0571428571428571,-4.26,4.0,7.0,2.0,0.0,,2.41,1.55,3.396365767341577e-05
664447206,priority,False,6,4,12.04,22.57589086735501,88.35755437383793,0.0,12.8475,13.92,0.0,0.0,,,,,,0.25875,-5.0,7.0,8.0,0.0,0.0,,,,
664472708,priority,False,6,6,12.04,22.565829679327056,88.35517053710471,4.0,11.913846153846151,13.18,0.0,0.0069230769230769,92.77,91.35,0.79,9.53,9.04,-0.0692307692307692,-5.0,6.0,13.0,0.0,0.0,,,,
664472048,priority,False,2,2,11.11,22.564475543248157,88.35415679357422,,,,,,,,,,,,,,,0.0,0.0,,,,
7371768928,right_before_left,False,5,5,9.44,22.566491833374084,88.35584434849596,0.0,11.11,11.73,0.0,0.0,,,,,,0.5766666666666667,-2.37,0.0,9.0,0.0,0.0,,,,
