node_id,total_vehicle_count,mean_speed_ms,max_speed_observed_ms,total_halting_count,mean_occupancy_pct,mean_gap_m,min_gap_m,mean_rel_velocity_ms,mean_time_gap_s,min_time_gap_s,mean_acceleration_ms2,min_acceleration_ms2,total_hard_brakes,num_lane_rows
13977163698,1,8.7425,17.23,0,0.0075,61.92,43.95,6.67,4.88,2.55,0.385,-1.76,0,4
410457342,6,9.992857142857144,12.08,0,0.0071428571428571435,,,,,,-0.05714285714285715,-4.26,4,7
5424221999,1,26.285714285714285,17.99,0,0.004285714285714286,60.104285714285716,9.19,1.2285714285714284,3.781428571428571,1.05,0.1557142857142857,-3.47,1,7
5424222002,4,19.608,17.89,0,0.012,56.98285714285714,0.1,-2.254285714285714,5.532857142857144,0.24,0.46299999999999997,-5.0,25,10
6173584946,0,11.11,11.66,0,0.0,117.05,111.43,-3.56,16.2,12.84,0.41600000000000004,-2.0,0,5
6173584950,1,10.891666666666666,12.46,0,0.015,180.202,9.47,-1.05,17.352,1.07,0.043333333333333335,-2.01,0,6
6311588102,4,22.9125,18.0,0,0.021249999999999998,66.85857142857142,14.6,0.4042857142857143,4.64,1.1,0.13624999999999998,-2.39,0,8
6311588103,0,27.78,18.0,0,0.005,95.49000000000001,6.33,2.995,6.51,1.02,0.39,-2.52,0,4
6469564795,5,12.897,15.89,0,0.0125,53.87384615384615,1.67,-1.820769230769231,12.379230769230768,0.71,-0.4699999999999999,-5.0,84,20
6469974905,2,10.87875,13.0,0,0.065,83.71125,10.98,1.2275,7.835,1.07,0.065,-2.3,0,8
6544715978,0,12.963333333333333,14.98,0,0.0,112.22500000000001,41.84,3.46,9.75,4.41,-0.40888888888888886,-5.0,32,9
6544715979,0,11.11,11.11,0,0.0,,,,,,-0.07,-4.78,1,2
663804415,0,11.11,13.1,0,0.0,64.976,20.01,1.302,6.5120000000000005,1.83,0.009166666666666668,-2.12,0,12
663825914,0,27.78,18.0,0,0.0,68.6275,13.47,0.9625000000000001,4.785,0.99,0.785,-2.46,0,6
663825934,9,13.860454545454546,18.0,1,0.01681818181818182,48.79375,0.35,1.45375,4.74125,0.58,-0.3513636363636364,-5.0,114,22
663826061,0,11.11,11.99,0,0.0,99.27,99.27,-4.15,15.76,15.76,-0.06,-4.33,7,6
663842386,2,10.75,12.22,0,0.04,31.169999999999998,10.52,2.4457142857142857,2.932857142857143,1.06,-0.15714285714285717,-4.62,4,7
