node_id,distance_to_node,time,ego_id,foe_id,min_ttc,max_drac,pet
cluster_10281958922_663940594,0.00010012285513526672,377.5,535,544,2.88,0.61,
cluster_10279761592_11942000229_11942000233_663943274,4.077530741769661e-05,379.5,302,536,6.11,0.17,1.48
1177160369,0.00012614694331036726,343.0,467,451,2.61,2.26,
1177161549,0.00018039086871285068,381.0,549,610,1.97,2.99,
664472699,2.10194204891286e-05,373.5,568,570,2.05,2.56,
1177212096,9.301826063533621e-05,276.0,327,274,1.59,1.88,
1177212096,7.61725771364e-05,290.0,327,326,2.74,1.77,
664472699,6.013461727291573e-05,318.0,406,403,2.03,2.46,
664472699,6.818863692480275e-05,319.0,406,276,2.49,2.38,
664472699,9.746318346476432e-05,322.0,406,366,1.38,3.0,
664472699,9.746318346476432e-05,326.5,406,439,2.26,2.38,
664472699,6.013461727291573e-05,318.0,403,406,2.03,2.46,
cluster_1177211838_13300645525_13300645528,9.912860126353006e-05,314.0,438,524,1.59,2.17,
1190128289,0.00012354472772673294,334.5,488,420,1.19,3.09,
1190128289,0.0001628311244479381,348.0,488,391,2.57,1.9,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.00016461953327982282,352.0,576,298,1.41,2.83,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.00013068577469212077,353.0,576,543,2.16,2.29,
10943433498,4.288109836650079e-05,377.5,218,510,2.11,3.21,
1177211785,0.0001051200405023818,340.0,479,420,2.56,1.8,
1190128289,0.00025480231570426215,347.5,479,391,0.99,2.91,
1190128289,0.00016086359090743265,351.5,488,551,2.98,1.65,
cluster_664446535_8507351665_8507351666,0.00024756741558144493,286.0,310,453,1.5,2.55,
cluster_664446535_8507351665_8507351666,0.0002141909998479146,286.5,310,292,2.1,2.17,
cluster_664446535_8507351665_8507351666,0.00017275433411796177,287.0,310,249,2.65,2.06,
cluster_664446535_8507351665_8507351666,0.00014249252264428931,287.5,310,298,2.96,1.98,
1189036615,9.972494790756007e-05,291.5,396,480,1.49,1.07,
1189036615,9.972494790756007e-05,301.5,396,212,2.66,1.56,
1189036615,9.972494790756007e-05,308.0,396,359,2.62,2.72,
1189036615,9.972494790756007e-05,315.5,396,393,2.87,2.76,
664472699,0.00014378393128829998,343.0,467,443,1.88,2.57,
1177161549,0.00020634134314564219,381.0,549,597,1.36,3.35,
1177161549,0.00011967772813890179,381.5,549,585,2.64,2.44,
664472699,4.2112382595158814e-05,373.5,568,380,1.78,2.77,
663842386,0.0003281671558108722,241.0,217,274,2.71,1.33,
cluster_1177161169_664472775,1.4524908169875006e-05,378.0,217,503,,1.05,1.38
663842386,0.0003281671558108722,243.5,274,217,2.71,1.33,
1177212096,9.301826063533621e-05,276.0,274,327,1.59,1.88,
1177212096,9.965125900966076e-05,277.5,274,307,2.88,1.21,
1177211785,0.0001051200405023818,340.0,420,479,2.56,1.8,
cluster_1177212073_13300645524_664471560,8.61299118552604e-05,359.5,420,540,1.78,2.47,15.47
1177161219,7.75437669356153e-06,386.0,590,440,2.59,1.62,1.56
8021489624,7.3360508120699e-05,370.5,604,552,1.24,2.43,
cluster_1177161169_664472775,9.827986745541642e-06,383.0,274,617,3.84,0.37,1.67
cluster_664446535_8507351665_8507351666,0.00030428248365650467,291.0,310,431,1.17,3.36,
cluster_664446535_8507351665_8507351666,0.00030428248365650467,293.5,310,306,2.4,2.07,
cluster_664446535_8507351665_8507351666,0.00022946952860766827,329.0,310,425,2.38,2.25,
cluster_664446535_8507351665_8507351666,0.00022932238199999474,334.0,310,131,2.88,2.37,
1177161219,7.75437669356153e-06,386.0,440,590,2.59,1.62,1.56
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00021882949897390083,388.0,396,386,1.89,3.16,
cluster_11942000227_11942000230_6173706992,7.61259010586178e-05,380.0,308,548,0.0,4.57,0.0
664472699,0.00010316916154825107,374.5,568,467,2.86,1.84,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00025418901515367035,303.0,165,446,1.54,1.48,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00025418901515367035,340.5,165,445,2.25,2.04,
cluster_13298747751_6469124180,5.131570050131627e-05,387.0,165,576,2.8,1.33,
664472699,0.00020386829512965773,302.0,215,256,1.93,2.4,
664472699,0.00022411489965702615,305.5,215,271,2.71,2.21,
cluster_1186025344_13298747727_13298747728_13298747738_#3more,0.00025418901515367035,303.5,446,165,1.54,1.48,
cluster_1177212073_13300645524_664471560,0.00014280732914767556,334.0,558,521,2.42,1.05,
cluster_1177211838_13300645525_13300645528,2.707490719124157e-05,362.5,229,473,1.17,0.95,7.43
cluster_1177161169_664472775,7.815851511530162e-05,370.0,503,617,1.11,2.28,
cluster_1177161169_664472775,1.4524908169875006e-05,378.0,503,217,,1.05,1.38
cluster_1177161169_664472775,7.815851511530162e-05,381.0,503,501,2.13,3.31,
8021489624,7.511977820019582e-05,382.0,506,604,1.43,2.8,
cluster_1177161169_664472775,7.815851511530162e-05,370.0,617,503,1.11,2.28,
cluster_1177161169_664472775,0.000129531173010157,349.5,447,491,1.83,2.74,
cluster_1177161169_664472775,8.319944651313822e-05,355.5,447,522,1.98,2.27,
1177160369,0.0001445760493652392,317.5,366,439,1.13,2.8,
664472699,9.746318346476432e-05,320.5,366,406,1.38,3.0,
1177160369,0.0001448261204898735,332.5,366,443,2.76,3.16,
1177160369,0.00011281075736930583,331.5,443,439,2.62,3.13,
cluster_10279761592_11942000229_11942000233_663943274,0.00014284719249546806,278.0,355,380,0.95,2.94,
1177160566,0.0001148334326387464,306.5,359,212,1.07,2.69,
1177160566,0.00015464442985004708,307.5,359,480,1.83,2.99,
1189036615,9.972494790756007e-05,308.0,359,396,2.62,2.72,
664472751,1.8110795720835693e-05,390.5,424,493,1.59,2.87,1.01
cluster_1177161169_664472775,0.000129531173010157,362.0,491,447,1.83,2.74,
cluster_1177161169_664472775,0.00010991673638772288,369.0,491,477,2.4,3.25,
cluster_1177161169_664472775,7.963098645870715e-05,370.0,491,522,2.7,2.82,
cluster_1177161169_664472775,8.319944651313822e-05,355.5,522,447,1.98,2.27,
cluster_1177161169_664472775,4.7041280098798856e-05,362.5,522,405,,4.11,
cluster_1177161169_664472775,7.963098645870715e-05,370.0,522,491,2.7,2.82,
1177160566,0.00015268835370894237,291.5,212,480,1.47,1.18,
1189036615,9.972494790756007e-05,302.5,212,396,2.66,1.56,
1177160566,0.0001148334326387464,306.5,212,359,1.07,2.69,
1177160566,0.00011581148655313396,315.0,212,393,1.73,3.57,
1189036615,0.00014072253632887148,320.5,212,525,2.26,2.46,
cluster_10279761592_11942000229_11942000233_663943274,0.00014284719249546806,277.5,380,355,0.95,2.94,
cluster_10279761592_11942000229_11942000233_663943274,2.5492177504630148e-05,287.0,380,318,2.31,1.45,
1177161549,6.846807797006852e-05,366.5,380,600,2.87,2.73,
1177160566,0.00015268835370894237,291.5,480,212,1.47,1.18,
cluster_1177211304_1177211692,0.0002626433550645116,205.0,245,227,1.73,3.5,
cluster_1177211304_1177211692,0.00023357130843468317,206.0,245,138,2.06,3.26,
cluster_1177211304_1177211692,0.00019354016878063955,206.0,245,16,2.42,2.99,
cluster_1177211304_1177211692,0.00013081457872314684,206.5,245,12,2.97,2.46,
cluster_10279761592_11942000229_11942000233_663943274,0.00043280231782678435,225.0,271,256,1.19,2.88,
cluster_10279761592_11942000229_11942000233_663943274,0.0003745744415967415,226.0,271,254,2.36,1.93,
cluster_10279761592_11942000229_11942000233_663943274,0.0003284552463641532,226.5,271,215,2.92,1.54,
664472699,0.00022411489965702615,305.5,271,215,2.71,2.21,
cluster_664446535_8507351665_8507351666,0.00024148568308240148,292.0,453,431,2.09,2.44,
cluster_664446535_8507351665_8507351666,0.00016568335188387018,329.5,453,425,2.98,1.86,
1177160566,8.619779220937113e-05,314.5,393,359,1.22,3.85,
1177160566,0.00011581148655313396,315.0,393,212,1.73,3.57,
1177161154,9.00013357970915e-05,378.0,444,475,2.17,2.42,
1177160566,0.00014542538104033367,320.0,525,359,1.92,2.58,
11843639551,9.876423519852078e-05,376.0,627,502,2.2,2.67,
1177160573,2.9542677578141703e-05,392.5,623,475,2.08,1.54,0.71
8021489624,7.3360508120699e-05,382.0,506,552,2.12,2.22,
10943433498,9.430390486588088e-05,384.5,545,510,1.18,3.9,
10943433498,0.00012361729325323148,395.5,545,594,1.24,3.18,
cluster_10279761592_11942000229_11942000233_663943274,0.00043280231782678435,225.0,256,271,1.19,2.88,
cluster_10279761592_11942000229_11942000233_663943274,0.00043280231782678435,227.0,256,280,2.7,1.68,
664472699,0.000241604182692877,302.0,256,177,2.45,1.79,
664472699,0.00020386829512965773,302.0,256,215,1.93,2.4,
664472699,0.0001805495997449306,307.5,256,280,2.68,1.45,
10943433498,9.430390486588088e-05,384.5,510,545,1.18,3.9,
10943433498,0.00012361729325323148,395.5,594,545,1.24,3.18,
11843639551,0.00013872247905409826,376.0,627,462,1.27,1.82,
1177160566,8.619779220937113e-05,314.5,359,393,1.22,3.85,
1177161154,9.00013357970915e-05,378.0,475,444,2.17,2.42,
1177160573,2.9542677578141703e-05,392.0,475,623,2.08,1.54,0.71
8021489624,7.3360508120699e-05,370.5,552,604,1.24,2.43,
8021489624,7.3360508120699e-05,382.0,552,506,2.12,2.22,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.00021882949897390083,388.0,386,396,1.89,3.16,
1177160566,0.00015464442985004708,307.5,480,359,1.83,2.99,
1177161631,1.9454245281223863e-05,391.0,218,537,,1.12,1.73
1177212157,7.413380488171465e-05,314.0,499,524,1.05,3.2,
1177212157,0.00010068636303221969,316.5,499,513,1.12,3.39,
1177160566,0.00014542538104033367,320.0,359,525,1.92,2.58,
cluster_10281958922_663940594,0.00017467354081999979,363.0,435,544,1.51,2.88,
cluster_10281958922_663940594,0.00017467354081999979,366.5,435,512,2.81,1.41,
1177160566,0.0001568091862606601,315.0,480,393,2.3,3.2,
1189036615,9.972494790756007e-05,321.0,480,525,2.77,2.64,
13300645527,4.1842562190188334e-05,348.0,391,516,1.0,2.56,
cluster_1177212073_13300645524_664471560,0.00011203710554037463,351.0,479,551,0.94,2.64,
cluster_1177211838_13300645525_13300645528,5.377961215945763e-05,362.5,479,229,2.84,0.97,
cluster_1177212073_13300645524_664471560,6.438333226817754e-05,366.5,479,561,8.84,0.56,1.57
1177211785,6.465770383278996e-05,373.0,479,382,1.81,1.84,
8021489624,7.49531077661848e-05,331.0,509,421,1.18,3.69,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,8.824151162505798e-05,335.0,509,204,2.5,2.09,18.57
cluster_1177212073_13300645524_664471560,0.00011203710554037463,351.0,551,479,0.94,2.64,
1190128289,0.00016086359090743265,351.5,551,488,2.98,1.65,
1190128289,0.00022596081907740062,351.5,551,516,2.22,2.29,
1177211785,0.00011987180067032146,334.0,558,483,1.63,0.99,
8021489624,7.49531077661848e-05,337.5,560,421,2.84,1.24,
11843639551,0.0001711970908020756,376.0,627,514,1.47,1.42,
1177212157,7.413380488171465e-05,314.0,524,499,1.05,3.2,
1177212157,7.413380488171465e-05,322.5,524,513,1.73,3.3,
cluster_13908994425_13908994429_13908994430,0.00017723992614833488,329.0,524,410,2.75,1.85,
cluster_13298740740_664446558,0.0001014864026684421,371.5,612,434,1.27,1.6,
11843639551,0.00016766780120182237,376.0,627,519,2.61,0.87,
11843639551,3.993802813067196e-05,377.0,627,177,,3.4,
10943433498,9.430390486588088e-05,395.5,510,594,1.77,2.85,
8021489624,7.49531077661848e-05,330.5,421,509,1.18,3.69,
cluster_11942000232_664472748,7.795572357906995e-05,350.0,533,557,1.79,2.51,
10943433498,9.430390486588088e-05,395.5,594,510,1.77,2.85,
cluster_1177211304_1177211692,0.0002626433550645116,205.0,227,245,1.73,3.5,
13300645527,4.1842562190188334e-05,348.0,516,391,1.0,2.56,
1190128289,0.00022596081907740062,351.5,516,551,2.22,2.29,
cluster_10917990606_663844223,3.709450453504784e-05,398.5,555,378,2.37,0.95,
cluster_13298740740_664446558,0.0001014864026684421,372.5,612,538,2.64,1.26,
1177212096,0.00016756661868093167,287.5,326,346,1.35,2.65,
1177212096,0.00010463286180918643,289.5,326,307,2.38,1.98,
1177212096,7.61725771364e-05,290.0,326,327,2.74,1.77,
1177212096,0.00016219374588121466,318.5,326,388,1.32,3.01,
1177212096,0.00016219374588121466,340.0,326,435,1.86,2.92,
1177160566,0.0001517107451556495,331.0,359,472,2.59,2.59,
cluster_1177161169_664472775,7.815851511530162e-05,370.0,617,501,1.43,2.76,
cluster_1177211838_13300645525_13300645528,5.377961215945763e-05,362.5,229,479,2.84,0.97,
1177212096,0.00016756661868093167,287.5,346,326,1.35,2.65,
1177212096,0.00010020988064879235,319.0,346,388,2.31,2.25,
1177212096,0.00010020988064879235,341.0,346,435,2.51,2.25,
1177160866,6.976311754499276e-05,395.5,528,549,2.34,2.96,
1177160866,6.976311754499276e-05,395.5,549,528,2.34,2.96,
cluster_11942000232_664472748,7.795572357906995e-05,350.0,557,533,1.79,2.51,
cluster_13298740740_664446558,0.0001014864026684421,388.5,612,497,2.32,2.99,
1177160864,0.0002454342744316834,242.5,382,390,1.5,1.48,
1177160864,0.00017561574695506226,252.0,382,250,1.96,2.27,
1177160864,0.00024408173390012044,258.0,382,402,2.52,1.91,
1177211571,7.937156508224618e-05,329.0,382,391,1.16,2.81,
1177211571,1.432980675539285e-05,332.0,382,395,2.87,0.6,
1177160566,0.0001568091862606601,315.0,393,480,2.3,3.2,
1189036615,9.972494790756007e-05,315.5,393,396,2.87,2.76,
8021489624,0.00010192100707725185,337.5,416,560,1.85,1.42,
8021489624,0.00015044173979096034,349.5,416,552,1.19,2.6,
8021489624,7.49531077661848e-05,337.5,421,560,2.84,1.24,
13300645527,5.8595675304633696e-05,327.5,438,362,2.41,2.39,
13300645527,1.9878668094671008e-05,327.5,438,410,1.34,3.12,
1177161219,0.00011340389116306278,350.5,517,415,1.09,2.66,
1177161219,8.3571208400612e-05,365.0,517,394,1.64,2.91,
8021489624,7.511977820019582e-05,382.0,604,506,1.43,2.8,
1177211785,0.00010288369493844831,347.5,561,540,1.71,1.66,
cluster_1177212073_13300645524_664471560,7.871777814017844e-05,343.5,573,540,1.11,1.06,
cluster_1177161169_664472775,7.815851511530162e-05,373.0,617,529,2.15,1.85,
cluster_1177161169_664472775,9.827986745541642e-06,383.0,617,274,3.84,0.37,1.67
1177161549,0.00012366393770491143,366.0,610,585,1.69,1.36,
664447004,2.1972261795881268e-05,404.0,242,345,2.53,0.56,1.13
cluster_13298747750_13298747754_7007141699,6.844147514594404e-05,301.5,332,208,2.08,1.86,
664447004,2.1972261795881268e-05,402.5,345,242,2.53,1.09,1.13
1177212157,5.0520265834477136e-05,359.5,569,391,1.96,2.88,
cluster_1190128285_13300645523_13300645535,6.791041751811666e-05,392.0,653,614,1.64,3.49,
8021489624,0.00010192100707725185,337.5,560,416,1.85,1.42,
1177211571,9.044151876234276e-05,386.5,618,473,2.75,1.2,
8021489624,8.725933719663674e-05,304.0,332,204,1.39,2.45,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.000276215243460184,331.5,332,409,1.61,2.15,
1177212157,9.380756195165014e-05,213.0,245,252,1.5,2.47,
cluster_1177211304_1177211692,0.00018594535618497973,220.5,245,262,2.95,1.19,
13300645527,4.0890460827208285e-05,361.5,245,516,1.88,1.17,
1177212157,5.0520265834477136e-05,359.5,391,569,1.96,2.88,
1177160566,0.0001148334326387464,320.0,525,393,1.19,3.16,
1189036615,0.00014072253632887148,320.5,525,212,2.26,2.46,
1189036615,9.972494790756007e-05,321.0,525,480,2.77,2.64,
1177160566,9.227466198498924e-05,330.5,525,472,1.52,3.19,
1177160566,9.227466198498924e-05,332.0,525,340,2.79,2.17,
1177161549,0.00018538710610672038,367.0,597,610,1.22,2.04,
1177161549,0.00012167071977330726,367.5,597,585,2.38,1.35,
1177161549,9.490193336210721e-05,370.5,597,600,2.9,1.19,
1177161549,0.00020634134314564219,381.0,597,549,1.36,3.35,
1177161549,0.00018538710610672038,367.0,610,597,1.22,2.04,
1177161549,9.490193336210721e-05,369.0,610,600,2.24,2.13,
1177161549,0.00018039086871285068,381.0,610,549,1.97,2.99,
664472699,4.2112382595158814e-05,391.5,610,572,2.85,2.15,
1177212032,5.921606887527914e-05,378.0,614,632,1.85,3.69,
cluster_1177212073_13300645524_664471560,8.61299118552604e-05,391.5,614,551,,0.51,1.49
1177212032,5.921606887527914e-05,378.0,632,614,1.85,3.69,
1177161219,0.00011340389116306278,350.5,415,517,1.09,2.66,
1177212157,9.380756195165014e-05,213.0,252,245,1.5,2.47,
cluster_13298740740_664446558,0.00021537120212295987,391.0,599,637,2.3,2.32,
cluster_13298740740_664446558,0.00021537120212295987,391.0,637,599,2.3,2.32,
cluster_13298740740_664446558,0.00014420630164515446,399.0,637,497,2.98,1.8,
cluster_13298740740_664446558,0.0001014864026684421,282.0,340,472,1.45,1.33,
1177211785,0.0001051200405023818,370.5,229,382,1.75,1.46,
1177211785,0.00012292673024925512,393.0,656,573,2.85,2.18,
11843639551,9.971367250189881e-05,368.0,462,502,1.29,1.53,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.0001450135199631496,384.5,640,407,1.74,2.24,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.0001450135199631496,384.5,640,505,1.2,1.42,
1177160691,2.8593750278103194e-05,407.0,346,669,,3.44,1.26
1177160566,0.0001148334326387464,319.0,393,525,1.19,3.16,
1177160566,0.00012405271253916917,331.0,393,472,2.09,2.89,
cluster_13298747750_13298747754_7007141699,6.844147514594404e-05,343.0,298,409,1.07,3.15,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.000270161274603049,296.0,337,409,0.93,2.98,
664472699,0.00016973663809207536,384.0,355,511,2.87,1.84,
664472699,0.00016973663809207536,384.0,511,355,2.87,1.84,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.0001450135199631496,389.0,640,457,2.64,1.53,
cluster_1177212073_13300645524_664471560,0.00012740021292849868,393.0,656,561,2.41,2.42,
1177211785,9.11794089868327e-05,367.5,551,382,1.19,2.36,
cluster_1177212073_13300645524_664471560,6.438333226817754e-05,369.5,551,561,2.58,0.65,9.27
cluster_1177212073_13300645524_664471560,8.61299118552604e-05,391.5,551,614,,0.51,1.49
1177161219,0.00014323665099429193,330.5,353,460,1.38,2.83,
1177161219,7.750342699700825e-05,355.0,353,399,2.25,2.8,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.000270161274603049,296.0,409,337,0.93,2.98,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.000276215243460184,331.5,409,332,1.61,2.15,
cluster_13298747751_6469124180,0.00027662982760390476,331.5,409,495,1.05,2.79,
11843639551,0.0001377878219061121,368.0,462,514,2.03,1.68,
1190128257,0.00016099662533261802,324.5,519,514,1.36,1.54,
1190128241,0.0001277551923540451,326.0,519,502,2.49,1.71,
1177161631,1.9454245281223863e-05,391.0,537,218,,1.12,1.73
cluster_1177212073_13300645524_664471560,0.00013414391658935341,393.0,656,614,2.69,0.92,
cluster_1177212073_13300645524_664471560,0.00020364841444410052,334.0,547,558,1.07,1.82,
cluster_1177212073_13300645524_664471560,0.00016729280856979503,336.5,547,483,2.16,1.91,
cluster_1177212073_13300645524_664471560,0.00014280732914767556,338.0,547,521,2.59,1.92,
cluster_1177212073_13300645524_664471560,0.00016289544074036722,393.0,635,656,1.0,3.3,
1177160691,2.8593750278103194e-05,407.5,669,346,,3.44,1.26
1191863749,0.00011187986469136597,394.0,231,130,1.14,3.08,
1191863749,0.00011187986469136597,395.0,130,231,1.14,3.08,
664446557,5.182051621670427e-05,346.5,255,464,1.42,2.27,
664446557,6.5144783890810826e-06,403.5,255,629,2.45,2.43,0.72
1177211785,9.11794089868327e-05,367.5,382,551,1.19,2.36,
1177211785,0.0001051200405023818,370.5,382,229,1.75,1.46,
1177211785,6.465770383278996e-05,373.0,382,479,1.81,1.84,
cluster_10279761592_11942000229_11942000233_663943274,0.00011108555358677944,402.0,601,672,2.78,1.33,
cluster_10279761592_11942000229_11942000233_663943274,0.00011108555358677944,402.0,672,601,2.78,1.33,
1177161219,0.00014323665099429193,331.0,460,353,1.38,2.83,
cluster_1177212073_13300645524_664471560,0.00016289544074036722,393.0,656,635,1.0,3.3,
1177212157,5.44451478441308e-05,365.5,245,391,1.15,1.5,
1177212157,5.359226631167638e-05,369.5,245,569,1.87,3.39,
1177212157,5.44451478441308e-05,370.0,391,245,1.15,1.5,
13300645527,6.346572709315531e-05,371.5,391,227,2.7,2.01,
13300645527,3.0407531577087794e-05,371.5,391,378,2.15,2.21,
13300645527,4.0890460827208285e-05,364.5,569,516,2.13,2.96,
1177212157,5.359226631167638e-05,373.5,569,245,1.87,3.39,
13300645527,6.346572709315531e-05,376.5,569,227,2.96,2.14,
13300645527,3.0407531577087794e-05,376.5,569,378,2.64,2.41,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.000270161274603049,338.0,409,381,2.12,1.56,
cluster_13298747750_13298747754_7007141699,6.844147514594404e-05,343.0,409,298,1.07,3.15,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.000270161274603049,350.5,409,433,2.75,1.38,
13300645527,4.0890460827208285e-05,362.0,516,569,2.13,2.96,
13300645527,4.0890460827208285e-05,366.0,516,245,1.88,1.17,
cluster_1177212073_13300645524_664471560,0.00020364841444410052,334.0,558,547,1.07,1.82,
cluster_1177212073_13300645524_664471560,0.00020265626414162297,351.0,558,539,1.78,2.61,
cluster_1177211838_13300645525_13300645528,0.00011092878399514983,358.5,558,553,2.97,1.27,
cluster_1177160434_1177161050,6.22423454226715e-05,414.0,475,533,,1.3,1.94
cluster_1177160434_1177161050,6.22423454226715e-05,414.0,533,475,,1.3,1.94
1177160864,8.526099137144707e-05,403.0,652,597,1.51,2.3,
1177161154,2.822980127323345e-05,412.5,671,519,,3.83,
664446557,5.182051621670427e-05,346.5,464,255,1.42,2.27,
664446557,9.900294811736808e-06,399.0,464,574,1.41,3.48,1.79
cluster_13298740740_664446558,0.0001014864026684421,282.0,472,340,1.45,1.33,
1186025330,4.502537626849378e-05,283.5,472,458,2.1,3.22,
cluster_13298740740_664446558,6.530116535994055e-05,290.0,472,393,2.78,2.05,
1177160566,9.227466198498924e-05,330.0,472,525,1.52,3.19,
1177160566,0.0001517107451556495,331.0,472,359,2.59,2.59,
1177160566,0.00012405271253916917,331.0,472,393,2.09,2.89,
1177161483,0.00011063106124423098,353.5,472,567,1.06,1.18,
cluster_1177212073_13300645524_664471560,0.00012565751599337421,331.5,473,553,1.03,3.16,
cluster_1177212073_13300645524_664471560,0.00013414391658935341,333.0,473,521,2.06,1.86,
cluster_1177211838_13300645525_13300645528,8.459605890151932e-05,355.0,473,521,1.62,2.39,
cluster_1177211838_13300645525_13300645528,8.459605890151932e-05,357.5,473,483,2.55,1.57,
cluster_1177211838_13300645525_13300645528,2.707490719124157e-05,362.5,473,229,1.17,0.95,7.43
cluster_1177212073_13300645524_664471560,0.00012565751599337421,331.5,553,473,1.03,3.16,
1177161483,0.00011063106124423098,353.5,567,472,1.06,1.18,
cluster_664446535_8507351665_8507351666,0.00025167105892490914,267.5,292,249,1.23,3.19,
cluster_664446535_8507351665_8507351666,0.00022225136224879365,268.0,292,298,1.83,2.89,
cluster_664446535_8507351665_8507351666,0.00018294000853477402,268.0,292,352,2.39,2.56,
cluster_664446535_8507351665_8507351666,0.00014249252264428931,268.5,292,204,2.9,2.3,
cluster_664446535_8507351665_8507351666,0.0002890040652279929,279.0,292,453,1.29,3.49,
cluster_664446535_8507351665_8507351666,0.0002141909998479146,286.5,292,310,2.1,2.17,
cluster_664446535_8507351665_8507351666,0.00021122356447012642,292.5,292,431,2.4,2.2,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.00016461953327982282,381.0,292,559,1.19,3.23,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.00016461953327982282,381.5,292,625,2.12,1.92,
1177160864,0.0001237313450561376,407.0,440,652,2.93,1.65,
1177160864,8.526099137144707e-05,403.0,597,652,1.51,2.3,
1177161154,3.0388487508796733e-05,413.0,671,498,,3.15,
cluster_13298747733_13298747737_663825864,0.00014006667530226384,374.5,603,620,0.94,3.03,
cluster_13298747733_13298747737_663825864,0.00014006667530226384,374.5,620,603,0.94,3.03,
664446557,9.900294811736808e-06,399.0,574,464,1.41,3.48,1.79
664446557,6.5144783890810826e-06,403.5,629,255,2.45,2.43,0.72
cluster_13908994425_13908994429_13908994430,0.00011408668211218637,401.0,631,227,0.97,3.76,
cluster_664446535_8507351665_8507351666,0.0003223805058735479,328.0,425,306,1.1,3.42,
cluster_664446535_8507351665_8507351666,0.00022946952860766827,329.0,425,310,2.38,2.25,
cluster_664446535_8507351665_8507351666,0.0002597310253174503,329.0,425,431,2.11,2.51,
cluster_664446535_8507351665_8507351666,0.00016568335188387018,329.5,425,453,2.98,1.86,
1177161549,7.2270330963894e-05,277.5,451,439,1.01,3.49,
1177160369,0.0001448261204898735,317.5,451,366,2.02,1.76,
13300645526,6.876658222878129e-05,404.0,631,378,2.27,1.65,
cluster_10279701142_664471710,0.00015736817525605727,416.0,597,674,2.56,1.8,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.0002390616290340967,418.5,627,500,1.58,2.84,
cluster_664446535_8507351665_8507351666,0.00025167105892490914,267.5,249,292,1.23,3.19,
cluster_664446535_8507351665_8507351666,0.0002455891523997697,279.0,249,453,1.9,2.69,
cluster_664446535_8507351665_8507351666,0.00017275433411796177,287.0,249,310,2.65,2.06,
cluster_664446535_8507351665_8507351666,0.00017176513969821786,292.5,249,431,2.82,1.93,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.00013068577469212077,381.5,249,559,1.83,2.42,
cluster_13298747747_13298747748_13298747749_13298747755_#2more,0.00013068577469212077,382.5,249,625,2.64,1.56,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.0001780078649580998,419.0,627,457,2.31,1.95,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.00014939869980981922,419.5,627,407,2.64,1.7,
cluster_11158897100_11158897101_11158897102_664471748_#1more,0.00012100885515726135,419.5,627,505,2.97,1.51,
1177161549,7.2270330963894e-05,277.5,439,451,1.01,3.49,
1177160369,0.0001445760493652392,317.5,439,366,1.13,2.8,
664472699,9.746318346476432e-05,326.5,439,406,2.26,2.38,
1177160369,0.00011281075736930583,332.5,439,443,2.62,3.13,
1177160369,0.00011790108308944533,331.5,443,451,1.5,2.51,
1177160369,0.0001448261204898735,332.5,443,366,2.76,3.16,
664472699,0.00014378393128829998,342.5,443,467,1.88,2.79,
664472699,7.466121428387791e-05,357.0,443,570,2.54,2.56,
cluster_11944729366_664471711,0.00019843122623679595,259.5,283,321,1.35,2.93,
1177161022,0.00027573600655202797,263.0,283,357,2.02,2.26,
1177161022,0.0003142168794328508,263.5,283,53,2.52,1.91,
cluster_11502623497_1177160337,7.644294325595163e-05,392.5,598,654,2.35,1.9,
cluster_10281958925_10281958926_6508834064_6508834065_#1more,0.0001617481669735557,420.0,646,689,3.02,0.37,1.3
1177211785,0.0001069848075633809,394.0,658,229,1.19,2.29,
cluster_11944729366_664471711,0.00019843122623679595,259.5,321,283,1.35,2.93,
1177161022,0.000246189538972073,261.5,321,275,2.49,1.6,
cluster_11944729366_664471711,0.00019620867137016588,343.0,321,258,2.7,0.72,
1177160369,0.00011790108308944533,331.5,451,443,1.5,2.51,
1177160369,0.00012614694331036726,343.5,451,467,2.61,2.07,
664472699,1.6696979602561704e-05,357.0,451,570,2.89,1.95,
13300645527,6.346572709315531e-05,368.5,516,227,2.12,2.47,
cluster_11502623497_1177160337,0.00013642237638360124,392.0,654,576,1.33,2.42,
